mfr;rating;rating;sugars;carbo;protein
;mean;max;mean;mean;mean
AM Home Food;54.85;54.85;3.0;16.0;4.0
General Mills;34.48545454545455;51.59;7.954545454545454;14.727272727272727;2.3181818181818183
Kellogs;44.03782608695652;93.7;7.565217391304348;15.130434782608695;2.652173913043478
Nabisco;67.96666666666667;74.47;1.8333333333333333;16.0;2.8333333333333335
Post;41.705555555555556;53.37;8.777777777777779;13.222222222222221;2.4444444444444446
Quaker Oats;42.91625;63.01;5.25;10.0;2.625
Ralston Purina;41.54375;49.79;6.125;17.625;2.5
